class,cap-shape,veil-type,veil-color,ring-type,spore-print-color,population,habitat
p,x,p,w,e,w,v,l
e,k,p,w,e,w,c,w
e,k,p,w,e,w,v,l
p,x,p,w,l,h,v,g
e,x,p,w,e,w,c,w
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,d
p,f,p,w,p,h,v,u
p,k,p,w,p,w,c,l
e,k,p,w,e,w,v,l
p,k,p,w,e,w,v,d
p,f,p,w,p,h,s,g
p,f,p,w,e,w,v,d
p,f,p,w,l,h,v,d
e,k,p,w,e,w,c,w
p,f,p,w,l,h,v,p
p,x,p,w,e,w,v,p
p,x,p,w,l,h,y,d
p,x,p,w,l,h,v,p
p,b,p,w,p,r,v,g
p,f,p,w,l,h,y,g
p,x,p,w,p,h,v,g
p,x,p,w,p,h,v,g
e,k,p,w,e,w,c,w
p,f,p,w,l,h,v,p
p,x,p,w,p,h,s,g
p,b,p,w,p,r,v,m
p,x,p,w,p,h,v,g
e,k,p,w,e,w,c,w
p,f,p,w,p,h,s,u
p,x,p,w,e,w,v,d
p,f,p,w,p,h,v,g
p,f,p,w,l,h,y,d
p,k,p,w,e,w,v,d
p,f,p,w,p,h,s,u
e,f,p,w,e,w,c,w
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,l
p,x,p,w,p,h,v,u
e,k,p,w,e,w,c,w
p,f,p,w,l,h,y,g
e,x,p,w,e,w,c,w
p,f,p,w,p,h,s,u
e,k,p,w,e,w,v,l
p,x,p,w,e,w,v,l
p,f,p,w,p,h,v,g
p,x,p,w,p,h,v,u
p,k,p,w,e,w,v,d
p,f,p,w,p,r,v,m
p,f,p,w,l,h,y,p
e,k,p,w,e,w,c,w
p,f,p,w,p,w,c,l
p,f,p,w,p,h,v,u
e,f,p,w,f,h,y,d
e,x,p,w,f,h,v,d
e,x,p,w,e,w,c,w
p,f,p,w,p,h,v,g
p,x,p,w,e,w,v,d
p,f,p,w,l,h,y,p
p,f,p,w,p,h,s,g
p,f,p,w,p,h,s,g
e,f,p,w,e,w,c,w
p,x,p,w,e,w,v,d
p,f,p,w,l,h,y,g
p,f,p,w,l,h,y,d
e,x,p,w,e,w,c,w
p,f,p,w,p,h,s,g
p,x,p,w,e,w,v,l
p,f,p,w,p,h,s,g
e,x,p,w,e,w,v,l
p,f,p,w,p,h,v,g
p,f,p,w,l,h,v,p
e,x,p,w,f,h,y,d
p,x,p,w,l,h,v,p
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,l
e,f,p,w,e,w,c,w
p,x,p,w,p,h,v,u
e,k,p,w,e,w,c,w
e,f,p,w,e,w,c,w
p,x,p,w,e,w,v,p
p,b,p,w,e,w,v,d
p,x,p,w,e,w,v,p
e,f,p,w,e,w,c,w
p,x,p,w,p,h,v,g
p,f,p,w,l,h,v,g
e,f,p,w,e,w,c,w
p,b,p,w,p,r,v,m
e,x,p,w,e,w,v,l
p,f,p,w,l,h,v,p
p,x,p,w,p,h,s,g
p,x,p,w,e,w,v,l
p,x,p,w,p,h,s,u
p,f,p,w,p,h,s,u
p,x,p,w,e,w,v,p
e,f,p,w,f,h,v,d
p,x,p,w,e,w,v,l
p,f,p,w,l,h,v,g
p,x,p,w,e,w,v,l
p,x,p,w,p,h,v,g
p,f,p,w,l,h,v,d
p,x,p,w,p,h,s,u
p,k,p,w,e,w,v,d
p,f,p,w,p,h,v,u
p,f,p,w,p,h,v,u
e,x,p,w,e,w,v,l
p,x,p,w,p,h,v,u
p,x,p,w,e,w,v,p
p,f,p,w,p,r,v,g
p,f,p,w,l,h,y,p
e,x,p,w,e,w,c,w
p,f,p,w,p,r,v,g
p,x,p,w,e,w,v,d
p,f,p,w,l,h,y,p
e,f,p,w,e,w,v,l
e,x,p,w,e,w,v,l
p,x,p,w,e,w,v,l
p,f,p,w,p,h,v,u
p,x,p,w,p,h,s,u
p,f,p,w,p,h,v,g
p,x,p,w,p,h,s,g
e,x,p,w,f,h,v,d
p,f,p,w,l,h,y,d
p,f,p,w,p,h,s,u
p,x,p,w,e,w,v,p
p,f,p,w,l,h,y,g
p,f,p,w,p,h,v,u
p,x,p,w,p,h,s,u
p,f,p,w,l,h,y,p
p,f,p,w,l,h,y,p
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,d
e,f,p,w,e,w,c,w
p,f,p,w,l,h,y,d
p,f,p,w,p,h,s,u
p,x,p,w,e,w,v,l
p,f,p,w,l,h,v,d
p,f,p,w,l,h,y,d
p,f,p,w,p,h,s,u
p,f,p,w,p,r,v,m
p,f,p,w,l,h,y,g
e,k,p,w,e,w,c,w
p,x,p,w,p,h,s,g
p,x,p,w,p,h,s,g
p,x,p,w,p,h,s,g
p,x,p,w,e,w,v,d
p,b,p,w,p,r,v,m
p,x,p,w,p,h,s,u
e,x,p,w,e,w,c,w
p,x,p,w,e,w,v,p
p,x,p,w,l,h,v,p
p,x,p,w,p,h,v,u
e,f,p,w,e,w,c,w
p,f,p,w,p,h,v,u
e,x,p,w,e,w,v,l
e,f,p,w,e,w,c,w
e,x,p,w,e,w,v,l
e,f,p,w,e,w,c,w
p,f,p,w,p,h,v,u
e,k,p,w,e,w,c,w
e,k,p,w,e,w,c,w
p,f,p,w,p,h,v,g
e,k,p,w,e,w,c,w
p,x,p,w,p,h,v,g
p,b,p,w,e,w,v,d
p,x,p,w,p,h,s,u
p,x,p,w,l,h,v,g
p,f,p,w,l,h,y,p
p,b,p,w,e,w,v,d
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,p
e,f,p,w,e,w,v,l
p,x,p,w,e,w,v,d
p,f,p,w,p,h,s,g
p,x,p,w,e,w,v,p
p,b,p,w,p,r,v,g
p,f,p,w,l,h,y,d
p,x,p,w,p,h,s,g
p,f,p,w,l,h,v,p
p,f,p,w,p,h,s,g
p,f,p,w,p,h,s,u
p,x,p,w,e,w,v,p
p,f,p,w,l,h,v,p
e,x,p,w,e,w,c,w
p,f,p,w,l,h,v,g
e,f,p,w,e,w,c,w
e,f,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,f,p,w,p,h,v,u
p,f,p,w,l,h,v,d
e,f,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,f,p,w,l,h,v,d
p,b,p,w,p,r,v,m
p,f,p,w,p,h,s,u
p,f,p,w,p,h,s,g
p,x,p,w,p,h,s,g
p,x,p,w,l,h,y,p
p,f,p,w,p,h,s,g
p,x,p,w,p,h,s,u
e,f,p,w,f,h,y,d
p,f,p,w,l,h,v,g
p,x,p,w,e,w,v,d
p,x,p,w,p,h,s,g
e,x,p,w,e,w,v,l
p,x,p,w,p,h,v,u
e,x,p,w,f,h,y,d
p,x,p,w,l,h,v,p
p,f,p,w,l,h,v,g
p,f,p,w,p,r,v,m
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,l
p,x,p,w,l,h,v,p
e,x,p,w,e,w,c,w
p,f,p,w,p,h,s,g
p,x,p,w,p,h,v,g
p,x,p,w,e,w,v,p
p,x,p,w,p,h,s,u
p,x,p,w,e,w,v,p
p,f,p,w,p,h,s,g
p,x,p,w,p,h,v,u
p,x,p,w,p,h,s,g
p,f,p,w,l,h,v,p
p,f,p,w,l,h,v,p
p,f,p,w,l,h,y,g
p,x,p,w,l,h,y,g
p,x,p,w,p,h,s,u
p,f,p,w,p,h,s,u
p,f,p,w,p,h,s,u
p,f,p,w,l,h,y,g
p,f,p,w,p,h,s,g
p,x,p,w,e,w,v,d
p,x,p,w,p,h,s,g
e,k,p,w,e,w,c,w
p,f,p,w,p,r,v,m
p,x,p,w,e,w,v,p
e,k,p,w,e,w,c,w
p,f,p,w,p,h,v,u
p,f,p,w,p,h,v,u
p,x,p,w,e,w,v,d
p,x,p,w,p,h,s,g
p,x,p,w,e,w,v,l
p,b,p,w,p,r,v,g
p,x,p,w,e,w,v,d
p,f,p,w,l,h,v,p
p,x,p,w,l,h,v,d
p,x,p,w,l,h,v,g
p,f,p,w,p,r,v,m
p,f,p,w,p,h,s,g
e,k,p,w,e,w,c,w
p,x,p,w,p,h,v,g
e,k,p,w,e,w,c,w
p,f,p,w,p,h,s,u
p,x,p,w,e,w,v,p
p,x,p,w,l,h,v,d
p,f,p,w,l,h,v,p
p,x,p,w,l,h,y,p
e,x,p,w,e,w,c,w
p,f,p,w,l,h,v,p
p,x,p,w,e,w,v,d
p,x,p,w,p,h,v,g
p,f,p,w,l,h,y,d
e,k,p,w,e,w,c,w
p,f,p,w,p,r,v,m
p,f,p,w,p,r,v,m
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,g
e,f,p,w,f,h,v,d
p,x,p,w,p,h,s,g
p,x,p,w,p,h,s,g
p,x,p,w,p,h,s,u
p,x,p,w,e,w,v,p
e,k,p,w,e,w,c,w
e,k,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,x,p,w,p,h,v,g
p,f,p,w,l,h,y,g
p,x,p,w,e,w,v,l
p,c,p,w,p,w,c,l
p,f,p,w,p,h,v,g
p,f,p,w,p,h,s,g
p,x,p,w,e,w,v,l
p,x,p,w,p,h,s,g
p,x,p,w,e,w,v,d
e,x,p,w,e,w,c,w
e,f,p,w,f,h,y,d
p,f,p,w,l,h,y,g
p,x,p,w,e,w,v,d
p,x,p,w,l,h,y,d
p,x,p,w,e,w,v,l
p,x,p,w,p,h,v,u
p,x,p,w,e,w,v,d
e,k,p,w,e,w,v,l
p,x,p,w,p,h,v,u
p,f,p,w,l,h,y,p
e,x,p,w,e,w,c,w
p,b,p,w,p,r,v,m
p,f,p,w,l,h,v,p
e,f,p,w,f,h,v,d
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,p
p,f,p,w,p,h,v,g
p,f,p,w,l,h,v,d
p,x,p,w,e,w,v,d
e,f,p,w,e,w,c,w
p,x,p,w,e,w,v,l
e,f,p,w,e,w,c,w
e,x,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,f,p,w,p,h,v,g
e,x,p,w,e,w,c,w
p,x,p,w,l,h,y,g
p,f,p,w,l,h,y,d
p,f,p,w,l,h,y,g
e,k,p,w,e,w,c,w
p,f,p,w,p,h,v,u
e,k,p,w,e,w,v,l
e,k,p,w,e,w,v,l
p,b,p,w,p,r,v,m
p,x,p,w,e,w,v,p
p,x,p,w,p,h,s,u
e,f,p,w,f,h,v,d
p,x,p,w,p,h,s,g
e,f,p,w,f,h,y,d
p,x,p,w,e,w,v,p
p,x,p,w,p,h,v,u
e,x,p,w,e,w,c,w
e,f,p,w,e,w,c,w
p,x,p,w,e,w,v,p
p,x,p,w,e,w,v,p
p,x,p,w,p,h,v,g
p,f,p,w,l,h,v,p
e,x,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,x,p,w,p,h,v,u
p,x,p,w,l,h,v,g
p,f,p,w,p,r,v,m
p,f,p,w,l,h,v,p
p,x,p,w,p,h,v,g
e,f,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,b,p,w,p,r,v,m
p,f,p,w,l,h,v,d
p,x,p,w,e,w,v,d
p,x,p,w,p,h,s,g
p,x,p,w,p,h,v,g
p,x,p,w,e,w,v,p
p,b,p,w,p,r,v,g
e,x,p,w,e,w,v,l
p,x,p,w,e,w,v,d
p,x,p,w,p,h,s,u
p,x,p,w,e,w,v,d
e,f,p,w,e,w,v,l
p,x,p,w,e,w,v,p
p,f,p,w,p,h,s,u
p,x,p,w,e,w,v,d
e,x,p,w,f,h,y,d
p,b,p,w,p,r,v,m
e,x,p,w,e,w,c,w
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,p
p,f,p,w,p,h,v,g
p,f,p,w,l,h,v,p
p,f,p,w,p,r,v,m
p,x,p,w,e,w,v,p
p,x,p,w,e,w,v,d
e,f,p,w,e,w,c,w
p,f,p,w,p,h,v,u
e,x,p,w,e,w,v,l
e,x,p,w,f,h,y,d
p,x,p,w,e,w,v,l
e,f,p,w,e,w,v,l
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,d
e,k,p,w,e,w,c,w
p,f,p,w,p,r,v,m
p,x,p,w,e,w,v,l
p,f,p,w,l,h,v,g
e,k,p,w,e,w,v,l
p,f,p,w,p,h,v,g
p,f,p,w,p,r,v,g
p,f,p,w,l,h,y,g
e,f,p,w,e,w,c,w
p,x,p,w,l,h,y,d
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,p
p,f,p,w,l,h,v,g
p,b,p,w,p,r,v,g
p,x,p,w,p,h,v,u
e,f,p,w,e,w,c,w
e,x,p,w,e,w,v,l
p,f,p,w,p,h,v,u
e,k,p,w,e,w,c,w
e,k,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,x,p,w,l,h,y,g
p,f,p,w,p,h,v,g
p,f,p,w,l,h,v,p
e,x,p,w,e,w,c,w
p,f,p,w,p,h,v,g
e,x,p,w,e,w,v,l
p,f,p,w,l,h,v,d
p,f,p,w,l,h,v,d
p,b,p,w,p,r,v,g
p,x,p,w,e,w,v,p
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,p
p,f,p,w,p,r,v,g
e,k,p,w,e,w,c,w
p,f,p,w,l,h,v,p
e,k,p,w,e,w,c,w
p,f,p,w,e,w,v,d
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,g
p,x,p,w,e,w,v,p
e,f,p,w,e,w,c,w
p,f,p,w,p,h,v,u
p,x,p,w,p,h,s,g
p,f,p,w,l,h,y,d
e,f,p,w,e,w,c,w
p,f,p,w,l,h,y,g
p,f,p,w,l,h,y,p
e,k,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,x,p,w,l,h,v,g
p,f,p,w,p,h,v,g
p,x,p,w,l,h,v,d
p,f,p,w,p,h,s,u
p,x,p,w,p,h,v,g
p,x,p,w,e,w,v,d
p,f,p,w,p,h,s,g
e,f,p,w,e,w,c,w
p,f,p,w,l,h,y,g
p,x,p,w,p,h,s,u
e,k,p,w,e,w,v,l
p,f,p,w,l,h,y,g
e,k,p,w,e,w,v,l
p,x,p,w,l,h,y,p
p,x,p,w,e,w,v,p
e,f,p,w,e,w,c,w
p,x,p,w,p,h,v,g
p,x,p,w,l,h,y,d
p,f,p,w,l,h,y,g
p,x,p,w,e,w,v,d
e,f,p,w,f,h,y,d
p,f,p,w,l,h,y,p
p,x,p,w,p,h,v,g
p,x,p,w,p,h,v,g
p,f,p,w,p,h,s,g
e,x,p,w,e,w,c,w
p,f,p,w,e,w,v,d
e,f,p,w,f,h,v,d
p,x,p,w,e,w,v,l
e,x,p,w,e,w,c,w
p,x,p,w,p,h,v,u
p,f,p,w,l,h,v,d
e,f,p,w,e,w,c,w
e,k,p,w,e,w,v,l
p,x,p,w,p,h,v,u
p,f,p,w,l,h,v,p
p,x,p,w,e,w,v,l
e,f,p,w,e,w,c,w
e,k,p,w,e,w,c,w
p,x,p,w,l,h,v,g
p,x,p,w,e,w,v,d
e,f,p,w,e,w,c,w
p,f,p,w,l,h,y,g
p,x,p,w,e,w,v,d
e,f,p,w,e,w,c,w
p,f,p,w,l,h,v,d
p,f,p,w,l,h,v,p
p,f,p,w,l,h,y,p
e,f,p,w,e,w,v,l
p,b,p,w,p,r,v,g
e,k,p,w,e,w,c,w
p,x,p,w,p,h,v,u
p,x,p,w,p,h,v,g
p,f,p,w,l,h,v,g
p,x,p,w,p,h,s,u
p,x,p,w,e,w,v,p
p,f,p,w,p,h,v,u
e,f,p,w,e,w,c,w
p,f,p,w,p,h,v,g
p,x,p,w,e,w,v,p
e,f,p,w,f,h,v,d
e,x,p,w,e,w,c,w
p,x,p,w,p,h,v,u
p,k,p,w,p,w,c,l
p,f,p,w,p,h,s,g
p,x,p,w,e,w,v,p
e,k,p,w,e,w,c,w
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,p
p,f,p,w,p,h,s,g
e,f,p,w,e,w,c,w
p,f,p,w,p,h,s,g
p,b,p,w,p,r,v,m
e,f,p,w,e,w,v,l
p,f,p,w,p,h,v,u
p,x,p,w,p,h,v,g
p,f,p,w,l,h,v,g
e,x,p,w,e,w,c,w
e,f,p,w,e,w,c,w
e,x,p,w,f,h,v,d
e,k,p,w,e,w,c,w
p,x,p,w,p,h,v,u
p,x,p,w,e,w,v,d
e,x,p,w,e,w,c,w
p,f,p,w,p,r,v,g
p,f,p,w,p,h,s,u
p,x,p,w,p,h,v,g
e,k,p,w,e,w,c,w
p,f,p,w,p,h,s,g
e,k,p,w,e,w,c,w
p,f,p,w,p,r,v,m
p,x,p,w,e,w,v,d
p,f,p,w,l,h,v,p
p,x,p,w,p,h,s,u
e,k,p,w,e,w,v,l
p,f,p,w,p,h,v,u
p,f,p,w,p,h,v,g
p,b,p,w,p,r,v,m
p,b,p,w,p,r,v,g
p,f,p,w,p,h,s,g
e,x,p,w,e,w,c,w
p,x,p,w,e,w,v,l
p,x,p,w,l,h,v,g
e,x,p,w,e,w,c,w
p,x,p,w,e,w,v,l
p,x,p,w,p,h,s,u
p,f,p,w,p,r,v,g
p,x,p,w,e,w,v,l
p,x,p,w,p,h,v,u
p,f,p,w,p,h,v,u
e,f,p,w,f,h,y,d
p,f,p,w,p,h,s,g
p,f,p,w,p,h,s,u
e,x,p,w,f,h,v,d
p,x,p,w,e,w,v,d
e,k,p,w,e,w,c,w
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,l
p,x,p,w,p,h,s,u
e,f,p,w,f,h,y,d
p,b,p,w,p,r,v,g
p,x,p,w,p,h,v,u
e,f,p,w,e,w,v,l
e,x,p,w,f,h,v,d
p,x,p,w,p,h,v,u
e,x,p,w,f,h,v,d
p,x,p,w,e,w,v,l
e,x,p,w,e,w,c,w
p,f,p,w,p,r,v,m
p,f,p,w,e,w,v,d
p,f,p,w,l,h,y,p
p,f,p,w,p,h,v,g
p,x,p,w,l,h,v,g
e,f,p,w,e,w,c,w
p,f,p,w,p,r,v,g
p,b,p,w,p,r,v,m
p,x,p,w,e,w,v,l
p,x,p,w,p,h,v,u
p,x,p,w,l,h,y,p
p,b,p,w,p,r,v,g
e,f,p,w,e,w,v,l
p,f,p,w,l,h,y,g
p,f,p,w,l,h,v,p
p,f,p,w,l,h,v,g
p,x,p,w,p,h,s,u
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,p
p,f,p,w,p,h,s,g
p,f,p,w,l,h,y,g
e,f,p,w,e,w,v,l
p,x,p,w,p,h,s,g
p,f,p,w,p,h,v,u
e,f,p,w,e,w,c,w
p,x,p,w,p,h,s,u
p,f,p,w,l,h,v,d
p,x,p,w,e,w,v,d
p,f,p,w,p,h,v,g
p,f,p,w,p,h,s,g
p,f,p,w,l,h,v,g
e,f,p,w,e,w,v,l
p,x,p,w,e,w,v,l
e,k,p,w,e,w,c,w
p,x,p,w,e,w,v,l
p,f,p,w,p,h,s,g
p,x,p,w,e,w,v,l
e,x,p,w,e,w,c,w
p,f,p,w,l,h,v,p
p,x,p,w,p,h,v,u
e,f,p,w,e,w,c,w
p,f,p,w,l,h,v,d
p,f,p,w,l,h,v,d
e,f,p,w,e,w,c,w
p,f,p,w,p,h,v,g
e,k,p,w,e,w,c,w
p,f,p,w,l,h,y,d
p,x,p,w,p,h,s,g
p,x,p,w,e,w,v,p
p,f,p,w,l,h,y,g
p,f,p,w,p,r,v,g
p,x,p,w,e,w,v,d
e,f,p,w,f,h,v,d
e,x,p,w,f,h,y,d
p,x,p,w,e,w,v,p
p,f,p,w,p,h,s,u
e,x,p,w,f,h,v,d
p,f,p,w,p,r,v,g
p,x,p,w,l,h,v,d
p,f,p,w,p,h,v,g
p,f,p,w,l,h,y,p
p,x,p,w,l,h,v,g
p,f,p,w,l,h,y,d
p,x,p,w,p,h,s,g
e,f,p,w,f,h,v,d
p,f,p,w,p,h,s,g
e,k,p,w,e,w,c,w
p,x,p,w,e,w,v,d
p,x,p,w,p,h,s,g
p,f,p,w,l,h,y,g
p,b,p,w,p,r,v,m
p,x,p,w,e,w,v,d
p,b,p,w,p,r,v,m
p,f,p,w,l,h,y,g
p,x,p,w,l,h,y,d
e,x,p,w,e,w,c,w
e,k,p,w,e,w,c,w
p,x,p,w,e,w,v,l
e,x,p,w,e,w,c,w
p,f,p,w,p,r,v,m
e,f,p,w,e,w,c,w
p,x,p,w,e,w,v,p
e,f,p,w,e,w,c,w
p,x,p,w,p,h,s,u
p,f,p,w,p,r,v,g
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,l
p,f,p,w,l,h,y,g
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,d
p,f,p,w,p,h,v,u
e,x,p,w,e,w,c,w
e,x,p,w,f,h,y,d
p,f,p,w,l,h,y,p
p,x,p,w,p,h,v,g
p,x,p,w,e,w,v,l
p,f,p,w,p,h,v,u
p,x,p,w,p,h,v,g
p,x,p,w,l,h,y,g
p,b,p,w,p,r,v,g
e,k,p,w,e,w,c,w
p,x,p,w,e,w,v,d
p,f,p,w,l,h,v,p
e,x,p,w,e,w,c,w
p,x,p,w,p,h,v,g
p,f,p,w,p,h,v,u
p,f,p,w,p,h,s,u
p,f,p,w,l,h,y,d
p,x,p,w,e,w,v,p
p,f,p,w,p,h,v,u
e,k,p,w,e,w,c,w
e,x,p,w,e,w,c,w
e,x,p,w,f,h,v,d
p,f,p,w,p,h,s,u
p,f,p,w,p,h,s,u
e,f,p,w,e,w,c,w
p,f,p,w,l,h,y,g
p,x,p,w,e,w,v,l
p,f,p,w,p,r,v,g
p,f,p,w,l,h,y,d
e,x,p,w,e,w,v,l
p,f,p,w,l,h,y,d
p,x,p,w,p,h,s,u
e,x,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,x,p,w,p,h,v,g
p,f,p,w,l,h,y,p
p,x,p,w,p,h,s,g
p,x,p,w,l,h,v,p
p,f,p,w,p,h,s,u
e,k,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,f,p,w,l,h,y,g
e,f,p,w,e,w,c,w
e,x,p,w,e,w,c,w
p,x,p,w,p,h,v,u
p,f,p,w,p,h,v,u
p,f,p,w,l,h,v,p
p,x,p,w,p,h,v,u
p,f,p,w,p,h,v,g
p,f,p,w,l,h,v,g
p,f,p,w,l,h,y,d
p,f,p,w,l,h,y,p
p,f,p,w,l,h,v,p
p,b,p,w,p,r,v,m
p,x,p,w,e,w,v,l
p,b,p,w,p,r,v,g
e,x,p,w,e,w,c,w
p,x,p,w,e,w,v,p
p,x,p,w,e,w,v,p
p,x,p,w,e,w,v,p
p,f,p,w,p,h,s,g
p,b,p,w,e,w,v,d
p,x,p,w,p,h,v,u
e,f,p,w,e,w,c,w
e,k,p,w,e,w,c,w
e,f,p,w,e,w,c,w
p,b,p,w,p,r,v,m
p,x,p,w,p,h,v,g
p,x,p,w,p,h,s,g
p,x,p,w,l,h,v,g
p,x,p,w,e,w,v,p
p,f,p,w,p,r,v,g
p,x,p,w,p,h,v,u
p,b,p,w,p,r,v,g
e,f,p,w,f,h,y,d
e,x,p,w,e,w,v,l
p,x,p,w,l,h,v,p
p,f,p,w,p,h,v,g
p,f,p,w,l,h,v,g
e,k,p,w,e,w,c,w
p,f,p,w,l,h,y,p
p,b,p,w,e,w,v,d
p,x,p,w,e,w,v,p
p,f,p,w,l,h,y,d
p,x,p,w,l,h,y,g
p,x,p,w,p,h,s,g
p,x,p,w,e,w,v,d
e,x,p,w,e,w,c,w
e,f,p,w,e,w,v,l
p,f,p,w,p,r,v,g
p,k,p,w,e,w,v,d
p,f,p,w,l,h,v,g
p,x,p,w,e,w,v,p
p,f,p,w,l,h,y,d
p,f,p,w,l,h,v,d
p,x,p,w,p,h,s,g
e,x,p,w,f,h,y,d
p,x,p,w,e,w,v,p
p,f,p,w,p,r,v,m
p,x,p,w,e,w,v,l
p,f,p,w,p,h,v,g
p,x,p,w,p,h,v,u
e,k,p,w,e,w,c,w
p,f,p,w,p,h,s,g
e,x,p,w,e,w,v,l
p,f,p,w,l,h,v,d
e,f,p,w,f,h,y,d
p,f,p,w,p,h,s,u
p,f,p,w,p,r,v,g
p,f,p,w,l,h,y,d
p,f,p,w,p,h,s,g
p,x,p,w,e,w,v,l
p,f,p,w,l,h,v,g
p,f,p,w,p,h,s,g
p,f,p,w,p,h,s,u
p,x,p,w,e,w,v,d
p,f,p,w,l,h,y,d
p,x,p,w,e,w,v,d
p,b,p,w,p,r,v,g
p,f,p,w,l,h,v,g
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,d
e,k,p,w,e,w,c,w
e,x,p,w,f,h,y,d
p,f,p,w,p,h,v,u
p,f,p,w,l,h,y,g
p,x,p,w,e,w,v,p
p,f,p,w,e,w,v,d
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,p
p,f,p,w,e,w,v,p
p,f,p,w,e,w,v,d
p,k,p,w,e,w,v,l
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,l
p,f,p,w,e,w,v,p
p,f,p,w,e,w,v,d
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,l
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,p
p,f,p,w,e,w,v,p
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,d
p,k,p,w,e,w,v,p
p,x,p,w,e,w,v,l
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,k,p,w,e,w,v,p
p,f,p,w,e,w,v,d
p,x,p,w,e,w,v,p
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,p
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,l
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,d
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,l
p,f,p,w,e,w,v,l
e,b,p,n,p,n,c,l
p,f,p,w,e,w,v,d
e,x,p,n,p,n,v,l
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,p
p,f,p,w,e,w,v,l
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,d
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,p
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,d
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,d
p,k,p,w,e,w,v,l
p,k,p,w,e,w,v,l
p,f,p,w,e,w,v,d
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,l
p,f,p,w,e,w,v,p
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,p
e,x,p,w,p,w,n,g
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,d
p,x,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,l
p,x,p,w,e,w,v,l
p,x,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,k,p,w,e,w,v,p
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,l
p,f,p,w,e,w,v,l
p,x,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,p
p,k,p,w,e,w,v,l
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,d
p,x,p,w,e,w,v,l
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,l
p,f,p,w,e,w,v,l
p,x,p,w,e,w,v,p
p,f,p,w,e,w,v,p
p,x,p,w,e,w,v,d
p,f,p,w,e,w,v,l
p,x,p,w,e,w,v,p
